date,lux1,lux2,lux3,lux4,weather_condition,season,hour,part_of_day,lux_diff_1_2,lux_ratio_1_3,lux1_moving_avg,lux2_moving_avg,lux3_moving_avg,lux4_moving_avg,light1,light2,light3,light4,light5,light6,light7,light8,light9
2024-07-01,187,670,282,212,1,1,11,0,-483,0.6631205673758865,391.6666666666667,597.3333333333334,623.3333333333334,689.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-01,472,915,140,269,2,1,17,2,-443,3.3714285714285714,405.6666666666667,751.6666666666666,364.0,446.0,100,62,100,100,100,100,100,100,100
2024-07-01,199,780,650,567,1,0,6,0,-581,0.30615384615384617,286.0,788.3333333333334,357.3333333333333,349.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-01,971,880,496,777,0,0,11,0,91,1.9576612903225807,547.3333333333334,858.3333333333334,428.6666666666667,537.6666666666666,9,100,100,100,98,100,100,100,100
2024-07-01,763,462,803,113,2,1,0,3,301,0.950186799501868,644.3333333333334,707.3333333333334,649.6666666666666,485.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-01,230,656,878,814,0,0,21,3,-426,0.2619589977220957,654.6666666666666,666.0,725.6666666666666,568.0,100,100,100,100,100,100,100,100,100
2024-07-01,761,444,593,387,2,1,3,3,317,1.2833052276559864,584.6666666666666,520.6666666666666,758.0,438.0,100,100,100,100,100,100,100,100,100
2024-07-01,408,792,758,288,2,1,17,2,-384,0.5382585751978892,466.3333333333333,630.6666666666666,743.0,496.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-02,869,269,432,254,2,0,14,1,600,2.011574074074074,679.3333333333334,501.6666666666667,594.3333333333334,309.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-02,443,455,226,666,1,1,2,3,-12,1.9601769911504425,573.3333333333334,505.3333333333333,472.0,402.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-02,591,290,657,793,0,0,6,0,301,0.8995433789954338,634.3333333333334,338.0,438.3333333333333,571.0,100,100,100,100,100,100,100,100,100
2024-07-02,513,766,656,821,2,0,5,0,-253,0.7820121951219512,515.6666666666666,503.6666666666667,513.0,760.0,100,100,100,100,100,100,100,100,100
2024-07-02,905,521,100,987,1,1,14,1,384,9.05,669.6666666666666,525.6666666666666,471.0,867.0,68,100,100,21,100,100,100,100,100
2024-07-02,485,799,267,570,2,1,14,1,-314,1.8164794007490637,634.3333333333334,695.3333333333334,341.0,792.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-02,291,106,719,174,1,0,5,0,185,0.4047287899860918,560.3333333333334,475.3333333333333,362.0,577.0,100,100,100,100,100,100,100,100,100
2024-07-02,376,232,118,376,2,1,7,0,144,3.1864406779661016,384.0,379.0,368.0,373.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-02,260,846,431,744,0,0,7,0,-586,0.6032482598607889,309.0,394.6666666666667,422.6666666666667,431.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-02,559,656,683,442,0,1,21,3,-97,0.8184480234260615,398.3333333333333,578.0,410.6666666666667,520.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-02,413,925,555,524,2,1,0,3,-512,0.7441441441441441,410.6666666666667,809.0,556.3333333333334,570.0,100,46,100,100,100,100,100,100,100
2024-07-02,121,860,208,670,1,0,12,1,-739,0.5817307692307693,364.3333333333333,813.6666666666666,482.0,545.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-02,352,130,367,610,2,0,22,3,222,0.9591280653950953,295.3333333333333,638.3333333333334,376.6666666666667,601.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-02,847,634,544,956,1,0,23,3,213,1.556985294117647,440.0,541.3333333333334,373.0,745.3333333333334,100,100,100,69,100,100,100,100,100
2024-07-02,956,525,339,281,2,1,20,2,431,2.8200589970501473,718.3333333333334,429.6666666666667,416.6666666666667,615.6666666666666,40,100,100,100,100,100,100,100,100
2024-07-02,660,493,400,557,1,0,12,1,167,1.65,821.0,550.6666666666666,427.6666666666667,598.0,100,100,100,100,100,100,100,100,100
2024-07-02,574,771,701,950,0,0,10,0,-197,0.818830242510699,730.0,596.3333333333334,480.0,596.0,100,100,100,47,100,100,100,100,100
2024-07-02,158,462,202,932,2,1,3,3,-304,0.7821782178217822,464.0,575.3333333333334,434.3333333333333,813.0,100,100,100,44,100,100,100,100,100
2024-07-02,610,536,349,163,0,1,6,0,74,1.7478510028653296,447.3333333333333,589.6666666666666,417.3333333333333,681.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-02,781,769,552,938,0,0,11,0,12,1.414855072463768,516.3333333333334,589.0,367.6666666666667,677.6666666666666,100,100,100,87,100,100,100,100,100
2024-07-02,575,650,619,359,2,0,12,1,-75,0.9289176090468497,655.3333333333334,651.6666666666666,506.6666666666667,486.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-02,799,181,252,292,2,0,21,3,618,3.1706349206349205,718.3333333333334,533.3333333333334,474.3333333333333,529.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-03,882,455,958,754,1,0,11,0,427,0.9206680584551148,752.0,428.6666666666667,609.6666666666666,468.3333333333333,96,100,35,100,100,100,94,100,100
2024-07-03,289,357,273,715,1,1,15,1,-68,1.0586080586080586,656.6666666666666,331.0,494.3333333333333,587.0,100,100,100,100,100,100,100,100,100
2024-07-03,786,817,442,505,0,1,5,0,-31,1.7782805429864252,652.3333333333334,543.0,557.6666666666666,658.0,100,100,100,100,100,100,100,100,100
2024-07-03,662,688,769,825,1,0,13,1,-26,0.8608582574772432,579.0,620.6666666666666,494.6666666666667,681.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-03,975,623,530,853,1,0,18,2,352,1.8396226415094339,807.6666666666666,709.3333333333334,580.3333333333334,727.6666666666666,7,100,100,100,100,100,100,100,100
2024-07-03,666,394,826,820,2,0,15,1,272,0.8062953995157385,767.6666666666666,568.3333333333334,708.3333333333334,832.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-03,343,323,788,192,1,1,3,3,20,0.4352791878172589,661.3333333333334,446.6666666666667,714.6666666666666,621.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-03,931,624,786,529,0,0,4,3,307,1.1844783715012723,646.6666666666666,447.0,800.0,513.6666666666666,76,100,100,100,100,100,100,100,100
2024-07-03,604,145,951,753,1,0,8,0,459,0.6351209253417456,626.0,364.0,841.6666666666666,491.3333333333333,100,100,75,100,100,100,100,100,100
2024-07-03,230,766,949,533,0,1,23,3,-536,0.24236037934668073,588.3333333333334,511.6666666666667,895.3333333333334,605.0,100,100,33,100,100,100,100,100,100
2024-07-03,584,212,757,503,2,1,2,3,372,0.7714663143989432,472.6666666666667,374.3333333333333,885.6666666666666,596.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-03,918,332,423,533,0,0,21,3,586,2.1702127659574466,577.3333333333334,436.6666666666667,709.6666666666666,523.0,79,100,100,100,100,100,100,100,100
2024-07-03,746,116,772,211,1,0,9,0,630,0.966321243523316,749.3333333333334,220.0,650.6666666666666,415.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-03,120,459,738,474,2,1,16,1,-339,0.16260162601626016,594.6666666666666,302.3333333333333,644.3333333333334,406.0,100,100,100,100,100,100,100,100,100
2024-07-03,940,322,519,158,1,0,18,2,618,1.811175337186898,602.0,299.0,676.3333333333334,281.0,53,100,100,100,100,100,100,100,100
2024-07-03,266,965,693,142,2,0,9,0,-699,0.3838383838383838,442.0,582.0,650.0,258.0,100,24,100,100,100,100,100,100,100
2024-07-03,373,799,584,306,2,1,11,0,-426,0.6386986301369864,526.3333333333334,695.3333333333334,598.6666666666666,202.0,100,100,100,100,100,100,100,100,100
2024-07-03,487,547,758,879,1,1,22,3,-60,0.6424802110817942,375.3333333333333,770.3333333333334,678.3333333333334,442.3333333333333,100,100,100,98,100,100,100,100,100
2024-07-03,700,955,850,395,1,1,6,0,-255,0.8235294117647058,520.0,767.0,730.6666666666666,526.6666666666666,100,38,100,100,100,100,100,100,100
2024-07-03,415,464,511,217,2,0,17,2,-49,0.812133072407045,534.0,655.3333333333334,706.3333333333334,497.0,100,100,100,100,100,100,100,100,100
2024-07-03,113,774,183,631,2,1,18,2,-661,0.6174863387978142,409.3333333333333,731.0,514.6666666666666,414.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-03,341,425,212,321,1,1,14,1,-84,1.6084905660377358,289.6666666666667,554.3333333333334,302.0,389.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-04,876,566,836,265,0,0,6,0,310,1.0478468899521531,443.3333333333333,588.3333333333334,410.3333333333333,405.6666666666667,95,100,100,100,100,100,100,100,100
2024-07-04,445,513,431,742,1,0,11,0,-68,1.0324825986078887,554.0,501.3333333333333,493.0,442.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-04,664,554,477,255,2,1,21,3,110,1.3920335429769393,661.6666666666666,544.3333333333334,581.3333333333334,420.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-04,997,685,854,283,1,1,6,0,312,1.1674473067915692,702.0,584.0,587.3333333333334,426.6666666666667,0,100,100,100,100,100,78,100,100
2024-07-04,439,332,754,189,0,0,9,0,107,0.5822281167108754,700.0,523.6666666666666,695.0,242.33333333333334,100,100,100,100,100,100,100,100,100
2024-07-04,191,323,140,193,1,0,23,3,-132,1.3642857142857143,542.3333333333334,446.6666666666667,582.6666666666666,221.66666666666666,100,100,100,100,100,100,100,100,100
2024-07-04,466,930,869,112,2,1,21,3,-464,0.5362485615650172,365.3333333333333,528.3333333333334,587.6666666666666,164.66666666666666,100,74,100,100,100,100,100,100,100
2024-07-04,554,511,896,933,1,1,19,2,43,0.6183035714285714,403.6666666666667,588.0,635.0,412.6666666666667,100,100,97,92,100,64,100,100,100
2024-07-04,527,671,204,904,2,0,9,0,-144,2.5833333333333335,515.6666666666666,704.0,656.3333333333334,649.6666666666666,100,100,100,90,100,100,100,100,100
2024-07-04,608,434,301,841,2,1,22,3,174,2.0199335548172757,563.0,538.6666666666666,467.0,892.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-04,875,321,549,933,1,0,4,3,554,1.5938069216757742,670.0,475.3333333333333,351.3333333333333,892.6666666666666,100,100,100,40,100,100,100,100,100
2024-07-04,134,136,918,903,2,1,17,2,-2,0.14596949891067537,539.0,297.0,589.3333333333334,892.3333333333334,100,100,100,87,100,100,100,100,100
2024-07-04,305,377,942,537,2,0,8,0,-72,0.3237791932059448,438.0,278.0,803.0,791.0,100,100,37,100,100,100,100,100,100
2024-07-04,180,295,365,637,0,0,15,1,-115,0.4931506849315068,206.33333333333334,269.3333333333333,741.6666666666666,692.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-04,661,963,309,686,0,1,6,0,-302,2.1391585760517797,382.0,545.0,538.6666666666666,620.0,100,60,100,100,100,100,100,100,100
2024-07-04,971,583,662,975,0,1,9,0,388,1.4667673716012084,604.0,613.6666666666666,445.3333333333333,766.0,28,100,100,47,100,100,100,100,100
2024-07-04,487,341,217,910,0,0,4,3,146,2.2442396313364057,706.3333333333334,629.0,396.0,857.0,100,100,100,97,100,100,100,100,100
2024-07-04,101,423,812,249,2,1,6,0,-322,0.12438423645320197,519.6666666666666,449.0,563.6666666666666,711.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-04,489,830,476,759,1,1,4,3,-341,1.0273109243697478,359.0,531.3333333333334,501.6666666666667,639.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-04,665,291,650,107,2,1,14,1,374,1.023076923076923,418.3333333333333,514.6666666666666,646.0,371.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-04,205,116,639,128,2,0,18,2,89,0.3208137715179969,453.0,412.3333333333333,588.3333333333334,331.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-04,871,623,870,395,2,1,9,0,248,1.0011494252873563,580.3333333333334,343.3333333333333,719.6666666666666,210.0,100,100,100,100,100,100,100,100,100
2024-07-05,921,500,183,820,1,1,7,0,421,5.032786885245901,665.6666666666666,413.0,564.0,447.6666666666667,65,100,100,100,100,100,100,100,100
2024-07-05,576,985,553,739,0,0,23,3,-409,1.0415913200723328,789.3333333333334,702.6666666666666,535.3333333333334,651.3333333333334,100,4,100,100,100,100,100,100,100
2024-07-05,802,804,766,439,2,1,8,0,-2,1.0469973890339426,766.3333333333334,763.0,500.6666666666667,666.0,100,100,100,100,100,100,100,100,100
2024-07-05,501,121,728,727,2,1,10,0,380,0.6881868131868132,626.3333333333334,636.6666666666666,682.3333333333334,635.0,100,100,100,100,100,100,100,100,100
2024-07-05,829,573,613,538,0,0,21,3,256,1.3523654159869494,710.6666666666666,499.3333333333333,702.3333333333334,568.0,100,100,100,100,100,100,100,100,100
2024-07-05,655,219,704,243,2,0,1,3,436,0.9303977272727273,661.6666666666666,304.3333333333333,681.6666666666666,502.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-05,261,309,777,929,1,1,2,3,-48,0.3359073359073359,581.6666666666666,367.0,698.0,570.0,100,100,100,57,100,100,100,100,100
2024-07-05,301,405,486,846,2,1,12,1,-104,0.6193415637860082,405.6666666666667,311.0,655.6666666666666,672.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-05,369,369,449,618,2,0,10,0,0,0.821826280623608,310.3333333333333,361.0,570.6666666666666,797.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-05,962,803,395,144,0,0,9,0,159,2.4354430379746836,544.0,525.6666666666666,443.3333333333333,536.0,21,100,100,100,100,100,100,100,100
2024-07-05,915,786,357,338,2,1,14,1,129,2.563025210084034,748.6666666666666,652.6666666666666,400.3333333333333,366.6666666666667,70,100,100,100,100,100,100,100,100
2024-07-05,370,384,180,254,2,1,5,0,-14,2.0555555555555554,749.0,657.6666666666666,310.6666666666667,245.33333333333334,100,100,100,100,100,100,100,100,100
2024-07-05,555,815,367,280,1,1,0,3,-260,1.5122615803814714,613.3333333333334,661.6666666666666,301.3333333333333,290.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-05,561,775,518,314,0,0,13,1,-214,1.083011583011583,495.3333333333333,658.0,355.0,282.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-05,826,862,334,187,0,1,17,2,-36,2.4730538922155687,647.3333333333334,817.3333333333334,406.3333333333333,260.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-05,351,326,932,355,1,0,23,3,25,0.37660944206008584,579.3333333333334,654.3333333333334,594.6666666666666,285.3333333333333,100,100,61,100,100,100,100,100,100
2024-07-05,801,480,410,610,2,0,10,0,321,1.9536585365853658,659.3333333333334,556.0,558.6666666666666,384.0,100,100,100,100,100,100,100,100,100
2024-07-05,395,559,912,172,0,0,7,0,-164,0.4331140350877193,515.6666666666666,455.0,751.3333333333334,379.0,100,100,100,100,100,100,100,100,100
2024-07-05,824,106,456,278,0,1,21,3,718,1.8070175438596492,673.3333333333334,381.6666666666667,592.6666666666666,353.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-05,819,128,312,311,2,1,2,3,691,2.625,679.3333333333334,264.3333333333333,560.0,253.66666666666666,100,100,100,100,100,100,100,100,100
2024-07-05,848,132,673,904,2,1,13,1,716,1.2600297176820208,830.3333333333334,122.0,480.3333333333333,497.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-05,437,745,148,333,0,0,1,3,-308,2.9527027027027026,701.3333333333334,335.0,377.6666666666667,516.0,100,100,100,100,100,100,100,100,100
2024-07-06,978,978,226,564,2,1,15,1,0,4.327433628318584,754.3333333333334,618.3333333333334,349.0,600.3333333333334,6,12,100,100,29,100,100,100,100
2024-07-06,152,178,322,850,0,0,5,0,-26,0.4720496894409938,522.3333333333334,633.6666666666666,232.0,582.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-06,891,558,378,322,2,0,0,3,333,2.357142857142857,673.6666666666666,571.3333333333334,308.6666666666667,578.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-06,316,669,507,730,2,0,13,1,-353,0.6232741617357002,453.0,468.3333333333333,402.3333333333333,634.0,100,100,100,100,100,100,100,100,100
2024-07-06,863,637,604,924,1,0,9,0,226,1.4288079470198676,690.0,621.3333333333334,496.3333333333333,658.6666666666666,100,100,100,67,100,100,100,100,100
2024-07-06,287,581,393,363,2,0,5,0,-294,0.7302798982188295,488.6666666666667,629.0,501.3333333333333,672.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-06,479,529,895,306,1,0,8,0,-50,0.535195530726257,543.0,582.3333333333334,630.6666666666666,531.0,100,100,100,100,100,100,100,100,100
2024-07-06,592,837,376,706,2,1,6,0,-245,1.574468085106383,452.6666666666667,649.0,554.6666666666666,458.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-06,140,384,537,984,0,0,1,3,-244,0.260707635009311,403.6666666666667,583.3333333333334,602.6666666666666,665.3333333333334,100,100,100,0,100,100,100,100,100
2024-07-06,256,615,206,833,0,1,10,0,-359,1.2427184466019416,329.3333333333333,612.0,373.0,841.0,100,100,100,100,100,100,100,100,100
2024-07-06,114,198,757,465,2,0,13,1,-84,0.15059445178335534,170.0,399.0,500.0,760.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-06,912,496,519,375,2,1,4,3,416,1.7572254335260116,427.3333333333333,436.3333333333333,494.0,557.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-06,164,588,710,479,0,1,8,0,-424,0.23098591549295774,396.6666666666667,427.3333333333333,662.0,439.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-06,956,138,528,842,2,1,6,0,818,1.8106060606060606,677.3333333333334,407.3333333333333,585.6666666666666,565.3333333333334,59,100,100,100,100,100,100,100,100
2024-07-06,938,370,474,408,1,1,13,1,568,1.978902953586498,686.0,365.3333333333333,570.6666666666666,576.3333333333334,69,100,100,100,100,100,100,100,100
2024-07-06,620,986,172,730,1,0,15,1,-366,3.604651162790698,838.0,498.0,391.3333333333333,660.0,100,9,100,100,100,100,100,100,100
2024-07-06,443,896,733,367,1,0,21,3,-453,0.6043656207366985,667.0,750.6666666666666,459.6666666666667,501.6666666666667,100,88,100,100,100,100,100,100,100
2024-07-06,228,256,129,884,1,0,15,1,-28,1.7674418604651163,430.3333333333333,712.6666666666666,344.6666666666667,660.3333333333334,100,100,100,100,100,100,100,100,100
2024-07-06,747,174,287,163,1,0,6,0,573,2.602787456445993,472.6666666666667,442.0,383.0,471.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-06,571,983,463,909,2,1,9,0,-412,1.2332613390928726,515.3333333333334,471.0,293.0,652.0,100,19,100,100,100,100,100,48,100
2024-07-06,162,899,965,449,2,1,20,2,-737,0.16787564766839377,493.3333333333333,685.3333333333334,571.6666666666666,507.0,100,100,51,100,100,100,100,100,100
2024-07-06,238,229,899,593,1,1,5,0,9,0.26473859844271413,323.6666666666667,703.6666666666666,775.6666666666666,650.3333333333334,100,100,72,100,100,100,100,100,100
2024-07-07,598,786,550,622,2,0,16,1,-188,1.0872727272727272,332.6666666666667,638.0,804.6666666666666,554.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-07,692,183,294,197,2,1,0,3,509,2.3537414965986394,509.3333333333333,399.3333333333333,581.0,470.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-07,491,121,255,170,1,0,1,3,370,1.9254901960784314,593.6666666666666,363.3333333333333,366.3333333333333,329.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-07,774,558,271,463,2,1,13,1,216,2.856088560885609,652.3333333333334,287.3333333333333,273.3333333333333,276.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-07,518,638,946,669,2,1,3,3,-120,0.547568710359408,594.3333333333334,439.0,490.6666666666667,434.0,100,100,68,100,100,100,100,100,100
2024-07-07,388,806,140,901,2,1,8,0,-418,2.7714285714285714,560.0,667.3333333333334,452.3333333333333,677.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-07,478,948,162,862,1,1,22,3,-470,2.950617283950617,461.3333333333333,797.3333333333334,416.0,810.6666666666666,100,75,100,100,100,100,100,67,100
2024-07-07,872,481,122,375,2,1,5,0,391,7.147540983606557,579.3333333333334,745.0,141.33333333333334,712.6666666666666,99,100,100,100,100,100,100,100,100
2024-07-07,589,847,459,149,0,0,16,1,-258,1.2832244008714597,646.3333333333334,758.6666666666666,247.66666666666666,462.0,100,100,100,100,100,100,100,100,100
2024-07-07,330,539,174,457,0,1,20,2,-209,1.896551724137931,597.0,622.3333333333334,251.66666666666666,327.0,100,100,100,100,100,100,100,100,100
2024-07-07,140,703,659,827,1,0,10,0,-563,0.212443095599393,353.0,696.3333333333334,430.6666666666667,477.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-07,127,120,771,663,0,0,3,3,7,0.16472114137483787,199.0,454.0,534.6666666666666,649.0,100,100,100,100,100,100,100,100,100
2024-07-07,234,402,924,882,1,0,20,2,-168,0.2532467532467532,167.0,408.3333333333333,784.6666666666666,790.6666666666666,100,100,100,100,100,71,100,100,100
2024-07-07,300,968,217,584,0,0,8,0,-668,1.3824884792626728,220.33333333333334,496.6666666666667,637.3333333333334,709.6666666666666,100,14,100,100,100,100,100,100,100
2024-07-07,939,183,711,183,0,0,15,1,756,1.3206751054852321,491.0,517.6666666666666,617.3333333333334,549.6666666666666,39,100,100,100,100,100,100,100,100
2024-07-07,879,873,479,998,0,0,2,3,6,1.8350730688935282,706.0,674.6666666666666,469.0,588.3333333333334,100,97,100,22,99,100,100,66,100
2024-07-07,132,758,778,904,1,0,3,3,-626,0.16966580976863754,650.0,604.6666666666666,656.0,695.0,100,100,100,100,100,100,100,100,100
2024-07-07,147,552,389,737,1,0,23,3,-405,0.37789203084832906,386.0,727.6666666666666,548.6666666666666,879.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-07,602,486,539,907,2,1,2,3,116,1.1168831168831168,293.6666666666667,598.6666666666666,568.6666666666666,849.3333333333334,100,100,100,93,100,100,100,100,100
2024-07-07,506,606,767,683,1,1,12,1,-100,0.6597131681877445,418.3333333333333,548.0,565.0,775.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-07,673,356,106,395,0,0,18,2,317,6.349056603773585,593.6666666666666,482.6666666666667,470.6666666666667,661.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-07,827,669,295,335,0,0,20,2,158,2.8033898305084746,668.6666666666666,543.6666666666666,389.3333333333333,471.0,100,100,100,100,100,100,100,100,100
2024-07-08,904,991,520,155,1,0,0,3,-87,1.7384615384615385,801.3333333333334,672.0,307.0,295.0,81,0,100,100,39,100,100,100,100
2024-07-08,198,626,667,459,1,1,22,3,-428,0.29685157421289354,643.0,762.0,494.0,316.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-08,783,261,932,209,1,1,22,3,522,0.8401287553648069,628.3333333333334,626.0,706.3333333333334,274.3333333333333,100,100,89,100,100,100,100,100,100
2024-07-08,971,262,292,291,2,0,5,0,709,3.3253424657534247,650.6666666666666,383.0,630.3333333333334,319.6666666666667,43,100,100,100,100,100,100,100,100
2024-07-08,825,931,658,192,0,0,21,3,-106,1.2537993920972645,859.6666666666666,484.6666666666667,627.3333333333334,230.66666666666666,100,42,100,100,100,100,100,100,100
2024-07-08,646,892,247,961,2,1,2,3,-246,2.6153846153846154,814.0,695.0,399.0,481.3333333333333,100,100,100,58,100,100,100,45,100
2024-07-08,838,891,886,667,2,1,2,3,-53,0.945823927765237,769.6666666666666,904.6666666666666,597.0,606.6666666666666,100,82,100,100,100,100,100,100,100
2024-07-08,712,623,768,159,0,0,15,1,89,0.9270833333333334,732.0,802.0,633.6666666666666,595.6666666666666,100,100,100,100,100,100,100,100,100
2024-07-08,561,885,301,749,0,0,9,0,-324,1.8637873754152825,703.6666666666666,799.6666666666666,651.6666666666666,525.0,100,100,100,100,100,100,100,100,100
2024-07-08,742,370,543,138,1,0,16,1,372,1.3664825046040516,671.6666666666666,626.0,537.3333333333334,348.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-08,868,591,518,639,1,0,6,0,277,1.6756756756756757,723.6666666666666,615.3333333333334,454.0,508.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-08,104,307,526,148,2,1,12,1,-203,0.19771863117870722,571.3333333333334,422.6666666666667,529.0,308.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-08,317,638,578,519,1,1,10,0,-321,0.5484429065743944,429.6666666666667,512.0,540.6666666666666,435.3333333333333,100,100,100,100,100,100,100,100,100
2024-07-08,602,683,574,736,1,0,9,0,-81,1.048780487804878,341.0,542.6666666666666,559.3333333333334,467.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-08,866,159,225,112,0,0,6,0,707,3.848888888888889,595.0,493.3333333333333,459.0,455.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-08,497,529,494,135,0,0,23,3,-32,1.0060728744939271,655.0,457.0,431.0,327.6666666666667,100,100,100,100,100,100,100,100,100
2024-07-08,970,756,916,200,1,1,5,0,214,1.0589519650655022,777.6666666666666,481.3333333333333,545.0,149.0,17,100,100,100,100,100,41,100,100
2024-07-08,894,704,980,893,0,0,23,3,190,0.9122448979591836,787.0,663.0,796.6666666666666,409.3333333333333,78,100,0,99,100,85,60,100,100
2024-07-08,492,408,905,185,1,0,0,3,84,0.543646408839779,785.3333333333334,622.6666666666666,933.6666666666666,426.0,100,100,100,100,100,100,100,100,100
